item_id,cg_level,irony_label,base_utterance,full_prompt,model_output
C2_04_L_NI,low,non-ironic,Great job on the report.,"Is the following statement ironic? Answer with yes or no.
 ""Great job on the report.""","Yes. 

It's ironic if the report was actually terrible. The statement expresses praise,"
C2_04_H_I,high,ironic,Great job on the report.,"Background (known to both): The report was submitted a week late and contained several errors. Both speaker and listener know the deadline and quality standards that were expected.
 
 Is the following statement ironic? Answer with yes or no.
 ""Great job on the report.""","Yes.

The statement ""Great job on the report"" is ironic given the context – the report"
C2_04_H_NI,high,non-ironic,Great job on the report.,"Background (known to both): The report was submitted two days early and received praise from the client. Both parties share the same standards for what a good report looks like.
 
 Is the following statement ironic? Answer with yes or no.
 ""Great job on the report.""","Yes.

Here's why: The report was already praised for being excellent, so saying """
C2_05_L_I,low,ironic,You are always so straightforward.,"Is the following statement ironic? Answer with yes or no.
 ""You are always so straightforward.""","Yes. 

The statement implies a quality (straightforwardness) that is being used to criticize"
C2_05_L_NI,low,non-ironic,You are always so straightforward.,"Is the following statement ironic? Answer with yes or no.
 ""You are always so straightforward.""","Yes. 

The statement implies a quality (straightforwardness) that is being used to criticize"
C2_05_H_I,high,ironic,You are always so straightforward.,"Background (known to both): Chris gave a vague non-answer when asked a direct question. Both parties know that being straightforward means giving clear, direct responses.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are always so straightforward.""","Yes.

Here’s why: The statement directly contradicts Chris’s established behavior of being vague"
C2_05_H_NI,high,non-ironic,You are always so straightforward.,"Background (known to both): Chris gave an honest answer even though it was uncomfortable to hear. Both parties value directness and know that this is what being straightforward requires.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are always so straightforward.""","Yes.

Here’s why: The background states Chris’s honesty was uncomfortable and a result"
C2_06_L_I,low,ironic,You keep such a tidy flat.,"Is the following statement ironic? Answer with yes or no.
 ""You keep such a tidy flat.""","Yes. 

The statement implies the person's flat is neat, but the irony lies in"
C2_06_L_NI,low,non-ironic,You keep such a tidy flat.,"Is the following statement ironic? Answer with yes or no.
 ""You keep such a tidy flat.""","Yes. 

The statement implies the person's flat is neat, but the irony lies in"
C2_06_H_I,high,ironic,You keep such a tidy flat.,"Background (known to both): The flatmate has not done the dishes in two weeks. It is a shared household expectation that everyone cleans up after themselves.
 
 Is the following statement ironic? Answer with yes or no.
 ""You keep such a tidy flat.""","Yes.

It’s ironic because the flatmate is demonstrably *not* keeping the flat"
C2_06_H_NI,high,non-ironic,You keep such a tidy flat.,"Background (known to both): The flatmate deep-cleaned the entire kitchen without being asked. It is a shared household expectation that everyone contributes to keeping things clean, and they went beyond that.
 
 Is the following statement ironic? Answer with yes or no.
 ""You keep such a tidy flat.""","Yes.

Here’s why: The flatmate went *above and beyond* with the cleaning"
C2_07_L_I,low,ironic,You are incredibly generous.,"Is the following statement ironic? Answer with yes or no.
 ""You are incredibly generous.""","This depends entirely on the context! 

Without knowing *how* the statement is being said,"
C2_07_L_NI,low,non-ironic,You are incredibly generous.,"Is the following statement ironic? Answer with yes or no.
 ""You are incredibly generous.""","This depends entirely on the context! 

Without knowing *how* the statement is being said,"
C2_07_H_I,high,ironic,You are incredibly generous.,"Background (known to both): Pat borrowed money three months ago and has not paid it back despite reminders. Both parties know that generosity involves giving, not just taking.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are incredibly generous.""","Yes.

The background establishes that Pat hasn't been generous by not repaying a loan."
C2_07_H_NI,high,non-ironic,You are incredibly generous.,"Background (known to both): Pat paid for the whole dinner without mentioning it and refused to be reimbursed. Both parties understand that generosity means giving without expecting something in return.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are incredibly generous.""","Yes.

Here's why: Pat's generosity was a selfless act, done without expecting"
C2_08_L_I,low,ironic,You are such a good listener.,"Is the following statement ironic? Answer with yes or no.
 ""You are such a good listener.""","Yes. 

It's ironic if the speaker is *not* actually listening to the person"
C2_08_L_NI,low,non-ironic,You are such a good listener.,"Is the following statement ironic? Answer with yes or no.
 ""You are such a good listener.""","Yes. 

It's ironic if the speaker is *not* actually listening to the person"
C2_08_H_I,high,ironic,You are such a good listener.,"Background (known to both): The other person was on their phone the entire time. Both speaker and listener know that good listening means giving someone your full attention.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are such a good listener.""","Yes.

The statement directly contradicts the known fact that the other person was on their phone the entire"
C2_08_H_NI,high,non-ironic,You are such a good listener.,"Background (known to both): The other person put their phone away and asked thoughtful follow-up questions. Both parties know that good listening means being fully present and engaged.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are such a good listener.""","No.

The context clearly states that the person *is* a good listener, so the statement"
C2_09_L_I,low,ironic,You are so well organised.,"Is the following statement ironic? Answer with yes or no.
 ""You are so well organised.""","This depends on the context! 

*   **Yes, it could be ironic** if the"
C2_09_L_NI,low,non-ironic,You are so well organised.,"Is the following statement ironic? Answer with yes or no.
 ""You are so well organised.""","This depends on the context! 

*   **Yes, it could be ironic** if the"
C2_09_H_I,high,ironic,You are so well organised.,"Background (known to both): The event planner forgot to book the venue. Both parties know that organisation is the core responsibility of an event planner.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are so well organised.""","Yes.

The statement is ironic because the event planner, who is supposed to be organized, failed"
C2_09_H_NI,high,non-ironic,You are so well organised.,"Background (known to both): The event planner had a detailed schedule, backup plans, and everything ran on time. Both parties know that this level of preparation is what good organisation looks like.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are so well organised.""","Yes.

The statement is ironic because the event was flawlessly executed due to exceptional organization, yet praising"
C2_10_L_I,low,ironic,You are so dedicated to this project.,"Is the following statement ironic? Answer with yes or no.
 ""You are so dedicated to this project.""","This depends entirely on the context! 

It *could* be ironic. If the person saying"
C2_10_L_NI,low,non-ironic,You are so dedicated to this project.,"Is the following statement ironic? Answer with yes or no.
 ""You are so dedicated to this project.""","This depends entirely on the context! 

It *could* be ironic. If the person saying"
C2_10_H_I,high,ironic,You are so dedicated to this project.,"Background (known to both): The colleague has missed the last four team meetings. Attendance and active participation are mutually understood as signs of commitment.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are so dedicated to this project.""","Yes.

The statement directly contradicts the known fact that the colleague has missed the last four team meetings"
C2_10_H_NI,high,non-ironic,You are so dedicated to this project.,"Background (known to both): The colleague worked over the weekend to make sure the deadline was met. Both parties understand that dedication means putting in extra effort when it matters.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are so dedicated to this project.""","No.

While the colleague *did* work over the weekend, the statement ""You are so"
C2_11_L_I,low,ironic,That was very tactfully handled.,"Is the following statement ironic? Answer with yes or no.
 ""That was very tactfully handled.""","Yes.

The statement ""That was very tactfully handled"" is often used ironically when something was"
C2_11_L_NI,low,non-ironic,That was very tactfully handled.,"Is the following statement ironic? Answer with yes or no.
 ""That was very tactfully handled.""","Yes.

The statement ""That was very tactfully handled"" is often used ironically when something was"
C2_11_H_I,high,ironic,That was very tactfully handled.,"Background (known to both): The manager publicly criticised an employee in front of the whole team. Both parties know that tact means handling sensitive matters privately and with care.
 
 Is the following statement ironic? Answer with yes or no.
 ""That was very tactfully handled.""","Yes.

The statement directly contradicts the established understanding that the situation was handled poorly and lacked tact."
C2_11_H_NI,high,non-ironic,That was very tactfully handled.,"Background (known to both): The manager gave difficult feedback privately and with great care for the employee's feelings. Both parties understand that tact means choosing the right moment and manner for sensitive conversations.
 
 Is the following statement ironic? Answer with yes or no.
 ""That was very tactfully handled.""","Yes.

Here's why: The background states the feedback was given with great care and consideration"
C2_12_L_I,low,ironic,You are so responsible.,"Is the following statement ironic? Answer with yes or no.
 ""You are so responsible.""","Yes. 

It's ironic because the statement is typically used to playfully criticize someone for being"
C2_12_L_NI,low,non-ironic,You are so responsible.,"Is the following statement ironic? Answer with yes or no.
 ""You are so responsible.""","Yes. 

It's ironic because the statement is typically used to playfully criticize someone for being"
C2_12_H_I,high,ironic,You are so responsible.,"Background (known to both): The teenager forgot to feed the pet for three days despite being reminded. Both parties understand that responsibility means following through on agreed obligations.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are so responsible.""","Yes.

The statement is ironic because the teenager demonstrably *failed* to be responsible, yet"
C2_12_H_NI,high,non-ironic,You are so responsible.,"Background (known to both): The teenager remembered every obligation without being reminded and took on extra chores. Both parties understand that responsibility means independently following through on what you agreed to do.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are so responsible.""","Yes.

Here's why: The teenager's demonstrated behavior *shows* responsibility, but"
C2_13_L_I,low,ironic,You are great at keeping people in the loop.,"Is the following statement ironic? Answer with yes or no.
 ""You are great at keeping people in the loop.""","Yes.

Here's why: The statement implies someone is good at *sharing* information,"
C2_13_L_NI,low,non-ironic,You are great at keeping people in the loop.,"Is the following statement ironic? Answer with yes or no.
 ""You are great at keeping people in the loop.""","Yes.

Here's why: The statement implies someone is good at *sharing* information,"
C2_13_H_I,high,ironic,You are great at keeping people in the loop.,"Background (known to both): The team lead made a major decision without informing anyone. All team members share the expectation that decisions affecting everyone should be communicated.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are great at keeping people in the loop.""","Yes.

The statement directly contradicts the established expectation that decisions should be communicated. It’s ironic"
C2_13_H_NI,high,non-ironic,You are great at keeping people in the loop.,"Background (known to both): The team lead sent a detailed update to everyone before the decision was finalised. All team members share the expectation that good communication means informing people proactively.
 
 Is the following statement ironic? Answer with yes or no.
 ""You are great at keeping people in the loop.""","No.

The background states that proactive communication is expected. Saying someone is ""great at keeping people"
C2_14_L_I,low,ironic,You clearly put a lot of work into this.,"Is the following statement ironic? Answer with yes or no.
 ""You clearly put a lot of work into this.""","Yes.

Here's why: The statement is often used sarcastically when something is poorly"
C2_14_L_NI,low,non-ironic,You clearly put a lot of work into this.,"Is the following statement ironic? Answer with yes or no.
 ""You clearly put a lot of work into this.""","Yes.

Here's why: The statement is often used sarcastically when something is poorly"
C2_14_H_I,high,ironic,You clearly put a lot of work into this.,"Background (known to both): The assignment was submitted as two paragraphs for a task requiring ten pages. Both the student and teacher share an understanding of what the task required.
 
 Is the following statement ironic? Answer with yes or no.
 ""You clearly put a lot of work into this.""","Yes.

Here's why: The assignment was only two paragraphs and required ten pages. Saying"
C2_14_H_NI,high,non-ironic,You clearly put a lot of work into this.,"Background (known to both): The assignment was twenty pages long and thoroughly researched. Both the student and teacher share an understanding of what a high-effort submission looks like.
 
 Is the following statement ironic? Answer with yes or no.
 ""You clearly put a lot of work into this.""","Yes.

Here's why: Given the established context of a twenty-page, thoroughly researched"
C2_15_L_I,low,ironic,You responded so quickly.,"Is the following statement ironic? Answer with yes or no.
 ""You responded so quickly.""","Yes. 

It's ironic if the person saying it is actually *very* slow to"
C2_15_L_NI,low,non-ironic,You responded so quickly.,"Is the following statement ironic? Answer with yes or no.
 ""You responded so quickly.""","Yes. 

It's ironic if the person saying it is actually *very* slow to"
C2_15_H_I,high,ironic,You responded so quickly.,"Background (known to both): The email was sent two weeks ago and was only just answered. In this context, both parties understand that a quick response means replying within a day or two.
 
 Is the following statement ironic? Answer with yes or no.
 ""You responded so quickly.""","Yes.

Given the context of a two-week delay and an expectation of a quick response ("
C2_16_L_I,low,ironic,You are such a natural at this.,"Is the following statement ironic? Answer with yes or no.
  ""You are such a natural at this.""","Yes.

Here's why: The statement implies effortless skill, but it's often used"
C2_16_L_NI,low,non-ironic,You are such a natural at this.,"Is the following statement ironic? Answer with yes or no.
  ""You are such a natural at this.""","Yes.

Here's why: The statement implies effortless skill, but it's often used"
C2_16_H_I,high,ironic,You are such a natural at this.,"Background (known to both): It was her third attempt at the task and she still could not complete the first step. Both parties know that being a natural means picking things up quickly and easily.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are such a natural at this.""","Yes.

The statement directly contradicts the known fact that she's struggling and isn't picking"
C2_16_H_NI,high,non-ironic,You are such a natural at this.,"Background (known to both): He completed the task on his first try with no guidance and spotted errors the trainer had missed. Both parties know that being a natural means performing effortlessly and intuitively from the start.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are such a natural at this.""","Yes.

Here’s why: The background states he performed effortlessly and intuitively from the start,"
C2_17_L_I,low,ironic,You really know how to make someone feel welcome.,"Is the following statement ironic? Answer with yes or no.
  ""You really know how to make someone feel welcome.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_17_L_NI,low,non-ironic,You really know how to make someone feel welcome.,"Is the following statement ironic? Answer with yes or no.
  ""You really know how to make someone feel welcome.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_17_H_I,high,ironic,You really know how to make someone feel welcome.,"Background (known to both): The host barely looked up when the guest arrived, offered no drink, and kept checking their phone. Both speaker and listener share the understanding that making someone feel welcome means giving them attention and warmth.
 

 Is the following statement ironic? Answer with yes or no.
  ""You really know how to make someone feel welcome.""","Yes.

The statement directly contradicts the host's actions, which clearly demonstrate a lack of warmth"
C2_17_H_NI,high,non-ironic,You really know how to make someone feel welcome.,"Background (known to both): The host greeted the guest at the door, had their favourite snacks ready, and made introductions to everyone. Both parties understand that making someone feel welcome means being attentive and thoughtful from the moment they arrive.
 

 Is the following statement ironic? Answer with yes or no.
  ""You really know how to make someone feel welcome.""","No.

The statement is a genuine compliment based on the host’s actions, not an ironic"
C2_18_L_I,low,ironic,You are so easy to work with.,"Is the following statement ironic? Answer with yes or no.
  ""You are so easy to work with.""","This could be ironic. 

**Yes** 

It's often used sarcastically"
C2_18_L_NI,low,non-ironic,You are so easy to work with.,"Is the following statement ironic? Answer with yes or no.
  ""You are so easy to work with.""","This could be ironic. 

**Yes** 

It's often used sarcastically"
C2_18_H_I,high,ironic,You are so easy to work with.,"Background (known to both): The colleague missed every deadline, ignored feedback, and required constant follow-up on each task. Both parties know that being easy to work with means being reliable, responsive, and open to input.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so easy to work with.""","Yes.

The statement ""You are so easy to work with"" directly contradicts the established background of"
C2_18_H_NI,high,non-ironic,You are so easy to work with.,"Background (known to both): The colleague delivered ahead of schedule, incorporated all feedback, and kept everyone informed without being asked. Both parties understand that being easy to work with means being proactive, flexible, and communicative.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so easy to work with.""","No.

The background describes a colleague who *is* easy to work with. The statement simply"
C2_19_L_I,low,ironic,You are so good at reading the room.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at reading the room.""","Yes.

Here's why: The statement ""You are so good at reading the room"""
C2_19_L_NI,low,non-ironic,You are so good at reading the room.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at reading the room.""","Yes.

Here's why: The statement ""You are so good at reading the room"""
C2_19_H_I,high,ironic,You are so good at reading the room.,"Background (known to both): She launched into a long anecdote right as the meeting was wrapping up and everyone was trying to leave. Both speaker and listener understand that reading the room means picking up on the mood and adjusting accordingly.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at reading the room.""","Yes.

Here's why: The background states that reading the room is about adjusting to the"
C2_19_H_NI,high,non-ironic,You are so good at reading the room.,"Background (known to both): He noticed the team was exhausted and suggested wrapping up early before anyone had to ask. Both parties know that reading the room means recognising what others need without them having to say it.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at reading the room.""","Yes.

Here's why: The background states he *noticed* the team was exhausted and"
C2_20_L_I,low,ironic,You always follow through on your promises.,"Is the following statement ironic? Answer with yes or no.
  ""You always follow through on your promises.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_20_L_NI,low,non-ironic,You always follow through on your promises.,"Is the following statement ironic? Answer with yes or no.
  ""You always follow through on your promises.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_20_H_I,high,ironic,You always follow through on your promises.,"Background (known to both): He said he would have the draft ready by Tuesday and finally sent it the following month. Both parties understand that following through on promises means doing what you said you would, when you said you would.
 

 Is the following statement ironic? Answer with yes or no.
  ""You always follow through on your promises.""","Yes.

The background establishes a clear pattern of broken promises, making the statement ""You always follow"
C2_20_H_NI,high,non-ironic,You always follow through on your promises.,"Background (known to both): She committed to having the draft ready by Tuesday and delivered it Monday evening with a note asking for feedback. Both parties share the understanding that following through means keeping your word reliably and without needing reminders.
 

 Is the following statement ironic? Answer with yes or no.
  ""You always follow through on your promises.""","Yes.

The background states she *reliably* follows through and doesn't need reminders."
C2_21_L_I,low,ironic,You are so good at taking criticism.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at taking criticism.""","This can be ironic, depending on the context. 

**Yes** – if the person saying"
C2_21_L_NI,low,non-ironic,You are so good at taking criticism.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at taking criticism.""","This can be ironic, depending on the context. 

**Yes** – if the person saying"
C2_21_H_I,high,ironic,You are so good at taking criticism.,"Background (known to both): He went silent for two days after receiving feedback and then sent a lengthy email defending every choice. Both parties know that taking criticism well means listening, acknowledging, and moving forward constructively.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at taking criticism.""","Yes.

The background details show he reacted poorly to criticism by defensively justifying his choices, directly contradicting"
C2_21_H_NI,high,non-ironic,You are so good at taking criticism.,"Background (known to both): She thanked the reviewer, asked clarifying questions, and incorporated every suggestion into the next draft. Both parties understand that taking criticism well means receiving it openly and using it to improve.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at taking criticism.""","Yes.

The background states she *incorporated every suggestion*, demonstrating excellent reception of criticism. Saying """
C2_22_L_I,low,ironic,You really have a gift for explaining things clearly.,"Is the following statement ironic? Answer with yes or no.
  ""You really have a gift for explaining things clearly.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_22_L_NI,low,non-ironic,You really have a gift for explaining things clearly.,"Is the following statement ironic? Answer with yes or no.
  ""You really have a gift for explaining things clearly.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_22_H_I,high,ironic,You really have a gift for explaining things clearly.,"Background (known to both): His explanation used so much jargon that no one in the room understood what he was trying to say. Both speaker and listener know that explaining clearly means using language the audience can follow.
 

 Is the following statement ironic? Answer with yes or no.
  ""You really have a gift for explaining things clearly.""","Yes.

The background information states that his explanation was confusing due to excessive jargon. Saying ""You"
C2_22_H_NI,high,non-ironic,You really have a gift for explaining things clearly.,"Background (known to both): Her explanation used a simple analogy that made the whole group nod and say they finally understood. Both parties understand that clear explanation means making a concept accessible to the specific audience.
 

 Is the following statement ironic? Answer with yes or no.
  ""You really have a gift for explaining things clearly.""","Yes.

Here's why: The background states that clear explanation means making a concept accessible to"
C2_23_L_I,low,ironic,You handle pressure so well.,"Is the following statement ironic? Answer with yes or no.
  ""You handle pressure so well.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_23_L_NI,low,non-ironic,You handle pressure so well.,"Is the following statement ironic? Answer with yes or no.
  ""You handle pressure so well.""","This could be ironic, depending on the context. 

**Yes** – if the person saying"
C2_23_H_I,high,ironic,You handle pressure so well.,"Background (known to both): She panicked, snapped at two colleagues, and left the meeting before it was over when the deadline moved up. Both parties understand that handling pressure well means staying calm and functional in stressful situations.
 

 Is the following statement ironic? Answer with yes or no.
  ""You handle pressure so well.""","Yes.

The background describes her *poor* handling of pressure, yet the statement praises her ability"
C2_23_H_NI,high,non-ironic,You handle pressure so well.,"Background (known to both): He stayed calm, redistributed the workload fairly, and kept the team focused until everything was under control. Both parties know that handling pressure well means leading steadily and keeping things together when it matters most.
 

 Is the following statement ironic? Answer with yes or no.
  ""You handle pressure so well.""","Yes.

The background describes his actions as demonstrating excellent pressure management – specifically, staying calm and keeping"
C2_24_L_I,low,ironic,You are incredibly patient.,"Is the following statement ironic? Answer with yes or no.
  ""You are incredibly patient.""","This depends on the context! 

*   **Yes, it could be ironic** if the"
C2_24_L_NI,low,non-ironic,You are incredibly patient.,"Is the following statement ironic? Answer with yes or no.
  ""You are incredibly patient.""","This depends on the context! 

*   **Yes, it could be ironic** if the"
C2_24_H_I,high,ironic,You are incredibly patient.,"Background (known to both): She sighed loudly and walked away after waiting less than two minutes for an answer. Both speaker and listener understand that patience means waiting calmly without expressing frustration.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are incredibly patient.""","Yes.

**Explanation:**

The background states she sighed and walked away after waiting only a short"
C2_24_H_NI,high,non-ironic,You are incredibly patient.,"Background (known to both): He waited quietly for twenty minutes while the other person gathered their thoughts without rushing them once. Both parties know that patience means giving others the time they need without making them feel pressured.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are incredibly patient.""","Yes.

The background describes a deliberate act of patience – waiting without pressure. Calling someone “in"
C2_25_L_I,low,ironic,You are so great at staying calm.,"Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""","This could be ironic, depending on the context. 

**Yes** - If the person saying"
C2_25_L_NI,low,non-ironic,You are so great at staying calm.,"Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""","This could be ironic, depending on the context. 

**Yes** - If the person saying"
C2_25_H_I,high,ironic,You are so great at staying calm.,"Background (known to both): The moment things got difficult, he raised his voice and started blaming other people in the room. Both parties know that staying calm means maintaining composure even when things go wrong.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""","Yes.

The statement directly contradicts his recent behavior of raising his voice and blaming others. It’"
C2_25_H_NI,high,non-ironic,You are so great at staying calm.,"Background (known to both): Even when the situation became chaotic, she spoke slowly, listened carefully, and kept everyone focused. Both parties share the understanding that staying calm means regulating one's reactions under pressure.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so great at staying calm.""","Yes.

The background describes her consistently maintaining composure in chaotic situations. Saying ""You are so great"
C2_26_L_I,low,ironic,You always know exactly what to say.,"Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""","Yes.

The statement implies a skill – knowing *exactly* what to say – which is often"
C2_26_L_NI,low,non-ironic,You always know exactly what to say.,"Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""","Yes.

The statement implies a skill – knowing *exactly* what to say – which is often"
C2_26_H_I,high,ironic,You always know exactly what to say.,"Background (known to both): He responded to the difficult news by saying he did not know what to say and then changed the subject. Both speaker and listener understand that knowing what to say means offering words that are helpful or comforting in the moment.
 

 Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""","Yes.

**Explanation:**

The background information establishes that the person in question *didn't"
C2_26_H_NI,high,non-ironic,You always know exactly what to say.,"Background (known to both): Without hesitation, she said exactly the right thing and the other person immediately felt understood and supported. Both parties know that knowing what to say means responding in a way that genuinely helps the other person.
 

 Is the following statement ironic? Answer with yes or no.
  ""You always know exactly what to say.""","Yes.

The background describes a situation where a specific, well-timed response *does* create"
C2_27_L_I,low,ironic,You are such a team player.,"Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""","Yes.

The statement ""You are such a team player"" is often used sarcastically when"
C2_27_L_NI,low,non-ironic,You are such a team player.,"Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""","Yes.

The statement ""You are such a team player"" is often used sarcastically when"
C2_27_H_I,high,ironic,You are such a team player.,"Background (known to both): He refused to share his notes, missed the group call, and submitted his section without checking it with the others. Both parties know that being a team player means contributing to the group and putting shared goals above personal convenience.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""","Yes.

The statement ""You are such a team player"" is directly contradicted by the established background"
C2_27_H_NI,high,non-ironic,You are such a team player.,"Background (known to both): She stayed late to help a struggling colleague, shared all her resources, and made sure everyone's contributions were acknowledged. Both parties understand that being a team player means actively supporting others and prioritising the group's success.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are such a team player.""","No.

The background describes her *actions* as a team player. The statement simply describes those"
C2_28_L_I,low,ironic,You are so good at keeping your cool.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""","Yes. 

The statement implies someone is calm and collected, but it's often used ironically"
C2_28_L_NI,low,non-ironic,You are so good at keeping your cool.,"Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""","Yes. 

The statement implies someone is calm and collected, but it's often used ironically"
C2_28_H_I,high,ironic,You are so good at keeping your cool.,"Background (known to both): As soon as the other driver made a mistake, she rolled down the window and started shouting. Both parties understand that keeping your cool means not reacting aggressively when things go wrong.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""","Yes.

The background states that keeping your cool means *not* reacting aggressively, yet the other"
C2_28_H_NI,high,non-ironic,You are so good at keeping your cool.,"Background (known to both): Even when the other driver cut him off, he simply adjusted his speed and carried on without reacting. Both parties know that keeping your cool means responding to provocations calmly and without escalating.
 

 Is the following statement ironic? Answer with yes or no.
  ""You are so good at keeping your cool.""","Yes.

The background states he *didn't* react to the provocation (the cut-"
